Order_ID,Order_Date,Region,City,Product_ID,Product_Name,Category,Product_Tier,Channel,Customer_Segment,Quantity,Unit_Price,Discount_Pct,Sales,Gross_Margin_Pct,Gross_Profit
ORD11709,2023-06-28,West,Mumbai,P008,Desk Lamp,Furniture,Budget,Online,Enterprise,3,2454.23,18.5,6000.59,29.23,1754.06
ORD11710,2023-11-27,North,Jaipur,P010,Webcam HD,Accessories,Budget,Online,Consumer,5,4560.39,10.24,20468.02,26.12,5346.48
ORD11711,2024-01-02,West,Pune,P008,Desk Lamp,Furniture,Budget,Corporate,SMB,1,2523.01,14.4,2159.72,29.79,643.4
ORD11712,2025-06-24,South,Bengaluru,P010,Webcam HD,Accessories,Budget,Online,Consumer,4,4546.39,6.88,16933.78,33.05,5596.83
ORD11713,2024-08-10,West,Pune,P010,Webcam HD,Accessories,Budget,Corporate,Consumer,2,4415.47,21.39,6942.27,24.12,1674.19
ORD11714,2025-01-21,East,Bhubaneswar,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,3,65848.52,6.55,184612.14,18.17,33540.66
ORD11715,2024-06-22,North,Lucknow,P011,Tablet 10,Electronics,Mid,Online,SMB,3,23506.85,9.05,64139.01,17.13,10984.11
ORD11716,2023-01-17,South,Bengaluru,P005,4K Monitor,Electronics,Premium,Online,SMB,4,31785.79,6.57,118793.96,20.77,24672.49
ORD11717,2023-05-30,South,Chennai,P008,Desk Lamp,Furniture,Budget,Retail,Consumer,1,2561.92,14.32,2195.15,29.91,656.53
ORD11718,2025-08-17,West,Mumbai,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,3,61114.5,13.27,159009.65,14.86,23636.16
ORD11719,2025-03-23,West,Mumbai,P007,Standing Desk,Furniture,Premium,Online,Consumer,2,28173.63,9.08,51233.08,19.26,9865.48
ORD11720,2025-09-22,South,Hyderabad,P012,Smartphone X,Electronics,Premium,Online,Consumer,3,59260.23,10.19,159666.52,9.8,15654.9
ORD11721,2023-03-20,South,Chennai,P003,Wireless Headphones,Accessories,Mid,Retail,Consumer,3,6930.46,3.46,20072.02,30.73,6167.71
ORD11722,2023-03-06,West,Mumbai,P006,Office Chair,Furniture,Premium,Retail,Enterprise,1,18167.48,15.73,15310.31,20.38,3120.21
ORD11723,2024-03-13,North,Delhi,P001,Laptop Pro 14,Electronics,Premium,Corporate,SMB,2,93889.12,19.69,150803.49,7.73,11662.2
ORD11724,2024-07-06,East,Patna,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,1,7057.51,14.58,6028.29,22.95,1383.27
ORD11725,2025-04-09,North,Jaipur,P012,Smartphone X,Electronics,Premium,Online,Consumer,3,57817.67,16.34,145112.89,10.22,14833.37
ORD11726,2024-03-14,East,Kolkata,P001,Laptop Pro 14,Electronics,Premium,Online,Enterprise,2,94563.73,18.36,154409.12,10.51,16228.72
ORD11727,2024-12-01,East,Kolkata,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,4,5453.83,7.41,20197.87,30.35,6130.33
ORD11728,2025-08-31,South,Hyderabad,P007,Standing Desk,Furniture,Premium,Online,SMB,2,28215.75,6.38,52828.61,23.42,12370.53
ORD11729,2025-03-07,North,Lucknow,P010,Webcam HD,Accessories,Budget,Online,SMB,3,4507.07,9.1,12290.54,28.2,3465.33
ORD11730,2023-10-24,East,Patna,P012,Smartphone X,Electronics,Premium,Retail,SMB,1,59352.49,0.0,59352.49,21.03,12480.71
ORD11731,2024-10-10,North,Delhi,P008,Desk Lamp,Furniture,Budget,Corporate,Consumer,1,2455.2,15.17,2082.67,28.98,603.65
ORD11732,2024-10-10,North,Lucknow,P007,Standing Desk,Furniture,Premium,Online,SMB,2,28804.64,5.29,54561.1,19.26,10506.32
ORD11733,2025-07-11,South,Hyderabad,P008,Desk Lamp,Furniture,Budget,Retail,SMB,4,2503.96,5.27,9487.79,34.46,3269.62
ORD11734,2023-03-16,South,Hyderabad,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,1,5517.1,21.07,4354.46,25.16,1095.46
ORD11735,2023-12-07,West,Mumbai,P006,Office Chair,Furniture,Premium,Online,Consumer,1,18474.66,14.5,15796.43,20.42,3225.39
ORD11736,2023-01-30,East,Bhubaneswar,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,2,95303.83,20.88,150803.51,9.66,14565.79
ORD11737,2023-09-13,West,Ahmedabad,P008,Desk Lamp,Furniture,Budget,Online,Consumer,3,2426.76,14.57,6219.6,31.84,1980.05
ORD11738,2025-05-22,East,Kolkata,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,1,7031.88,7.08,6533.7,29.71,1941.09
ORD11739,2023-11-30,West,Pune,P005,4K Monitor,Electronics,Premium,Retail,SMB,1,33921.27,6.83,31603.65,16.69,5274.17
ORD11740,2025-06-14,East,Patna,P010,Webcam HD,Accessories,Budget,Corporate,Enterprise,2,4438.29,30.18,6197.57,17.0,1053.69
ORD11741,2023-07-23,North,Delhi,P002,Laptop Air 13,Electronics,Mid,Retail,SMB,1,62714.08,5.69,59143.71,20.73,12261.42
ORD11742,2025-04-22,North,Jaipur,P012,Smartphone X,Electronics,Premium,Retail,Enterprise,1,55533.35,17.74,45683.97,8.92,4074.34
ORD11743,2023-07-24,West,Ahmedabad,P010,Webcam HD,Accessories,Budget,Retail,SMB,2,4334.2,5.38,8202.03,30.51,2502.33
ORD11744,2025-05-11,South,Bengaluru,P008,Desk Lamp,Furniture,Budget,Retail,Consumer,2,2570.21,9.19,4668.2,34.17,1594.94
ORD11745,2025-08-19,North,Jaipur,P008,Desk Lamp,Furniture,Budget,Online,SMB,4,2653.86,16.07,8909.08,31.77,2830.62
ORD11746,2025-03-21,North,Jaipur,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,1,5418.62,7.79,4996.31,33.01,1649.14
ORD11747,2024-06-25,East,Bhubaneswar,P011,Tablet 10,Electronics,Mid,Online,Enterprise,1,23046.5,20.79,18256.09,9.76,1782.38
ORD11748,2025-04-29,North,Delhi,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,4,95674.29,15.49,323426.1,11.47,37093.87
ORD11749,2025-11-28,East,Bhubaneswar,P003,Wireless Headphones,Accessories,Mid,Corporate,Enterprise,1,6864.27,25.44,5117.67,16.6,849.62
ORD11750,2024-05-10,West,Mumbai,P010,Webcam HD,Accessories,Budget,Retail,SMB,1,4496.35,10.46,4025.86,27.85,1121.25
ORD11751,2025-05-28,South,Hyderabad,P007,Standing Desk,Furniture,Premium,Corporate,Consumer,3,28692.86,15.9,72393.54,14.76,10684.98
ORD11752,2024-10-13,South,Chennai,P004,Mechanical Keyboard,Accessories,Mid,Online,SMB,3,5602.73,10.92,14973.15,29.41,4403.17
ORD11753,2025-10-29,North,Lucknow,P010,Webcam HD,Accessories,Budget,Retail,SMB,3,4667.22,9.49,12673.47,26.78,3393.7
ORD11754,2024-06-16,South,Chennai,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5323.35,16.05,8937.63,25.58,2285.82
ORD11755,2023-01-24,South,Bengaluru,P010,Webcam HD,Accessories,Budget,Retail,Enterprise,1,4550.44,10.71,4063.23,25.73,1045.65
ORD11756,2023-06-11,West,Mumbai,P012,Smartphone X,Electronics,Premium,Retail,Enterprise,2,58149.46,12.74,101486.96,11.04,11202.44
ORD11757,2025-01-03,South,Bengaluru,P011,Tablet 10,Electronics,Mid,Corporate,Consumer,3,23174.95,16.01,58394.04,13.36,7802.63
ORD11758,2024-05-17,West,Pune,P011,Tablet 10,Electronics,Mid,Online,Consumer,2,23747.84,11.74,41917.52,20.25,8489.21
ORD11759,2023-10-22,North,Lucknow,P010,Webcam HD,Accessories,Budget,Corporate,Consumer,2,4545.69,20.15,7259.12,21.45,1557.08
ORD11760,2023-09-09,North,Delhi,P005,4K Monitor,Electronics,Premium,Online,Consumer,2,31580.15,4.76,60156.02,20.11,12098.96
ORD11761,2023-06-08,West,Pune,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,3,5425.6,10.59,14553.37,29.68,4320.03
ORD11762,2023-02-14,West,Mumbai,P008,Desk Lamp,Furniture,Budget,Corporate,Consumer,1,2397.3,14.67,2045.7,27.58,564.22
ORD11763,2025-05-09,West,Pune,P011,Tablet 10,Electronics,Mid,Corporate,SMB,3,25089.35,17.04,62443.2,13.1,8177.48
ORD11764,2024-01-04,East,Kolkata,P003,Wireless Headphones,Accessories,Mid,Retail,SMB,3,7114.45,8.85,19453.56,25.77,5014.14
ORD11765,2023-03-06,North,Jaipur,P006,Office Chair,Furniture,Premium,Online,SMB,3,18209.71,10.78,48741.31,22.31,10873.91
ORD11766,2023-01-11,South,Hyderabad,P012,Smartphone X,Electronics,Premium,Online,Consumer,2,55756.02,10.67,99611.08,12.5,12448.7
ORD11767,2023-03-02,North,Lucknow,P009,USB-C Hub,Accessories,Budget,Retail,Consumer,3,2218.44,9.7,6009.62,24.99,1501.71
ORD11768,2025-01-17,North,Delhi,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,4,99688.01,5.7,376033.58,16.19,60883.75
ORD11769,2023-09-17,East,Bhubaneswar,P008,Desk Lamp,Furniture,Budget,Online,Consumer,3,2524.95,2.85,7358.96,36.39,2678.08
ORD11770,2024-08-25,West,Ahmedabad,P008,Desk Lamp,Furniture,Budget,Online,Enterprise,1,2541.5,17.76,2090.24,27.32,570.98
ORD11771,2024-01-31,East,Kolkata,P004,Mechanical Keyboard,Accessories,Mid,Retail,Enterprise,3,5469.72,11.02,14601.58,30.26,4417.82
ORD11772,2024-07-29,West,Mumbai,P010,Webcam HD,Accessories,Budget,Retail,SMB,1,4435.53,4.33,4243.51,33.26,1411.28
ORD11773,2023-12-06,South,Hyderabad,P008,Desk Lamp,Furniture,Budget,Online,Consumer,1,2435.03,0.0,2435.03,36.49,888.55
ORD11774,2024-07-10,East,Patna,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,4,64260.07,3.57,247865.45,21.4,53042.9
ORD11775,2024-12-23,East,Patna,P002,Laptop Air 13,Electronics,Mid,Online,Enterprise,4,63144.06,20.5,200803.97,10.63,21343.4
ORD11776,2025-11-13,East,Patna,P007,Standing Desk,Furniture,Premium,Online,SMB,2,28187.89,7.25,52286.76,21.46,11222.04
ORD11777,2025-12-22,East,Bhubaneswar,P001,Laptop Pro 14,Electronics,Premium,Online,SMB,1,96628.43,6.27,90566.75,15.4,13946.55
ORD11778,2025-05-29,South,Chennai,P004,Mechanical Keyboard,Accessories,Mid,Online,SMB,3,5382.06,9.3,14645.11,29.19,4275.52
ORD11779,2025-01-31,South,Chennai,P002,Laptop Air 13,Electronics,Mid,Online,SMB,1,65400.94,17.0,54281.16,15.36,8339.32
ORD11780,2024-11-04,South,Chennai,P010,Webcam HD,Accessories,Budget,Retail,Enterprise,1,4559.72,12.98,3967.83,24.93,989.14
ORD11781,2023-05-16,West,Pune,P010,Webcam HD,Accessories,Budget,Online,Consumer,4,4592.48,8.18,16866.48,32.12,5418.16
ORD11782,2024-07-23,North,Lucknow,P011,Tablet 10,Electronics,Mid,Online,SMB,3,23651.53,10.37,63599.31,17.54,11157.12
ORD11783,2024-10-12,East,Kolkata,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,3,5504.62,9.2,14995.19,29.02,4351.35
ORD11784,2023-04-06,East,Bhubaneswar,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,1,63623.11,7.67,58743.76,18.97,11143.79
ORD11785,2024-10-31,West,Mumbai,P010,Webcam HD,Accessories,Budget,Online,Consumer,3,4488.31,12.82,11738.28,25.67,3013.55
ORD11786,2023-01-10,West,Pune,P003,Wireless Headphones,Accessories,Mid,Retail,Consumer,1,7192.01,2.3,7026.37,33.22,2334.07
ORD11787,2025-12-28,North,Jaipur,P011,Tablet 10,Electronics,Mid,Online,Consumer,2,23245.04,14.37,39810.76,16.24,6466.79
ORD11788,2025-04-30,East,Bhubaneswar,P006,Office Chair,Furniture,Premium,Retail,Consumer,5,18294.47,16.45,76423.57,19.47,14882.25
ORD11789,2024-10-03,West,Ahmedabad,P001,Laptop Pro 14,Electronics,Premium,Online,SMB,3,95538.96,5.37,271234.88,13.95,37848.69
ORD11790,2025-07-19,West,Ahmedabad,P002,Laptop Air 13,Electronics,Mid,Retail,Enterprise,1,61356.39,15.71,51716.51,16.86,8718.0
ORD11791,2023-07-30,North,Delhi,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,1,95630.13,6.74,89186.51,15.37,13704.55
ORD11792,2024-10-23,West,Mumbai,P003,Wireless Headphones,Accessories,Mid,Online,SMB,1,7109.96,12.64,6211.39,25.69,1595.83
ORD11793,2025-01-25,North,Lucknow,P001,Laptop Pro 14,Electronics,Premium,Online,SMB,3,90108.02,17.86,222042.71,7.11,15777.09
ORD11794,2023-08-15,North,Jaipur,P002,Laptop Air 13,Electronics,Mid,Online,SMB,2,64678.13,11.99,113848.12,19.75,22481.98
ORD11795,2025-02-16,East,Patna,P003,Wireless Headphones,Accessories,Mid,Corporate,SMB,5,6831.86,12.0,30061.67,25.86,7773.89
ORD11796,2023-09-03,South,Chennai,P003,Wireless Headphones,Accessories,Mid,Retail,Enterprise,1,7240.96,14.14,6217.32,25.6,1591.5
ORD11797,2025-04-26,West,Ahmedabad,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,3,62930.17,6.88,175797.09,20.48,36003.23
ORD11798,2025-09-05,West,Pune,P006,Office Chair,Furniture,Premium,Retail,Consumer,2,18028.52,9.66,32573.2,21.37,6962.45
ORD11799,2023-07-08,East,Bhubaneswar,P012,Smartphone X,Electronics,Premium,Online,SMB,3,57214.43,16.82,142774.72,11.76,16794.98
ORD11800,2024-05-11,South,Hyderabad,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,4,66046.84,5.95,248479.16,18.96,47100.3
ORD11801,2024-03-11,North,Lucknow,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5255.8,8.33,9636.15,28.65,2761.11
ORD11802,2025-09-25,North,Jaipur,P004,Mechanical Keyboard,Accessories,Mid,Retail,SMB,1,5697.12,2.53,5552.91,33.95,1885.34
ORD11803,2025-11-18,East,Bhubaneswar,P012,Smartphone X,Electronics,Premium,Online,Consumer,3,56977.29,1.01,169209.82,18.34,31030.17
ORD11804,2025-10-30,North,Delhi,P004,Mechanical Keyboard,Accessories,Mid,Corporate,Consumer,1,5417.86,18.9,4393.9,24.8,1089.86
ORD11805,2025-07-15,South,Chennai,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5615.3,13.52,9712.47,29.05,2821.44
ORD11806,2024-09-21,North,Delhi,P008,Desk Lamp,Furniture,Budget,Corporate,SMB,2,2551.44,11.88,4496.76,31.54,1418.37
ORD11807,2024-05-07,North,Jaipur,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,2,6737.4,18.49,10983.27,22.03,2419.61
ORD11808,2025-12-23,West,Pune,P005,4K Monitor,Electronics,Premium,Online,SMB,3,31970.72,17.81,78825.89,10.17,8014.98
ORD11809,2024-12-26,West,Mumbai,P003,Wireless Headphones,Accessories,Mid,Online,Consumer,3,7029.63,9.36,19115.93,26.49,5063.13
ORD11810,2024-11-14,North,Jaipur,P005,4K Monitor,Electronics,Premium,Online,Consumer,1,32384.94,16.36,27087.16,11.22,3040.38
ORD11811,2025-02-22,West,Mumbai,P005,4K Monitor,Electronics,Premium,Online,Consumer,1,32798.3,13.9,28238.32,14.52,4099.76
ORD11812,2024-07-19,West,Ahmedabad,P007,Standing Desk,Furniture,Premium,Online,Consumer,1,28315.57,6.98,26340.44,21.54,5673.99
ORD11813,2024-05-24,North,Delhi,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,4,62606.34,14.93,213039.19,14.82,31568.4
ORD11814,2024-06-29,South,Bengaluru,P009,USB-C Hub,Accessories,Budget,Online,Consumer,2,2207.69,6.71,4119.19,26.74,1101.47
ORD11815,2025-04-08,West,Pune,P002,Laptop Air 13,Electronics,Mid,Online,SMB,3,65704.84,8.76,179854.21,19.57,35201.31
ORD11816,2024-07-03,West,Mumbai,P003,Wireless Headphones,Accessories,Mid,Retail,Consumer,1,7172.88,4.41,6856.3,30.4,2084.25
ORD11817,2024-08-12,East,Patna,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,2,93943.86,6.0,176619.56,14.48,25579.6
ORD11818,2025-09-03,East,Patna,P004,Mechanical Keyboard,Accessories,Mid,Online,SMB,5,5687.11,18.34,23219.05,23.33,5416.01
ORD11819,2023-12-08,South,Chennai,P008,Desk Lamp,Furniture,Budget,Online,Consumer,2,2438.7,0.0,4877.4,37.8,1843.44
ORD11820,2025-08-29,West,Pune,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,2,95660.55,17.2,158421.42,7.62,12064.68
ORD11821,2023-06-07,South,Hyderabad,P001,Laptop Pro 14,Electronics,Premium,Retail,Enterprise,1,95793.72,10.86,85390.63,11.55,9863.98
ORD11822,2023-01-03,West,Mumbai,P008,Desk Lamp,Furniture,Budget,Online,SMB,3,2627.3,5.8,7425.0,34.41,2555.12
ORD11823,2024-08-18,South,Hyderabad,P009,USB-C Hub,Accessories,Budget,Online,Consumer,2,2206.79,8.73,4028.07,26.0,1047.15
ORD11824,2023-07-12,North,Jaipur,P012,Smartphone X,Electronics,Premium,Online,Consumer,1,61629.6,11.95,54263.47,10.56,5727.56
ORD11825,2024-12-19,East,Patna,P008,Desk Lamp,Furniture,Budget,Online,Consumer,2,2489.36,10.56,4452.89,32.04,1426.91
ORD11826,2024-12-23,East,Patna,P006,Office Chair,Furniture,Premium,Corporate,SMB,1,17487.22,18.32,14284.19,18.22,2602.66
ORD11827,2025-09-18,North,Jaipur,P011,Tablet 10,Electronics,Mid,Online,SMB,3,23857.21,9.72,64614.74,17.11,11054.1
ORD11828,2023-10-30,West,Mumbai,P011,Tablet 10,Electronics,Mid,Corporate,Consumer,1,22983.51,12.4,20134.22,14.92,3004.08
ORD11829,2023-03-05,South,Hyderabad,P012,Smartphone X,Electronics,Premium,Retail,Consumer,3,57349.69,9.12,156364.92,10.43,16315.38
ORD11830,2024-02-27,North,Delhi,P007,Standing Desk,Furniture,Premium,Retail,Enterprise,1,28119.88,21.16,22169.91,13.21,2928.26
ORD11831,2025-07-09,South,Chennai,P011,Tablet 10,Electronics,Mid,Online,Consumer,1,24056.02,3.06,23319.1,23.09,5383.42
ORD11832,2025-05-04,East,Bhubaneswar,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,2,5569.1,8.95,10141.12,32.26,3271.34
ORD11833,2024-12-04,North,Jaipur,P008,Desk Lamp,Furniture,Budget,Retail,SMB,2,2535.93,6.11,4761.81,35.6,1695.03
ORD11834,2024-12-11,East,Kolkata,P001,Laptop Pro 14,Electronics,Premium,Online,SMB,2,99203.54,0.0,198407.09,21.64,42931.19
ORD11835,2025-08-13,South,Hyderabad,P005,4K Monitor,Electronics,Premium,Retail,SMB,3,32439.66,5.65,91821.09,21.61,19841.54
ORD11836,2024-09-13,West,Pune,P002,Laptop Air 13,Electronics,Mid,Retail,Consumer,2,65388.23,11.03,116348.53,20.4,23732.66
ORD11837,2023-03-25,South,Chennai,P010,Webcam HD,Accessories,Budget,Online,Consumer,1,4428.97,8.9,4034.6,29.54,1191.72
ORD11838,2023-01-11,West,Pune,P011,Tablet 10,Electronics,Mid,Retail,Consumer,3,23968.12,5.55,67916.0,20.32,13797.42
ORD11839,2023-10-10,East,Bhubaneswar,P009,USB-C Hub,Accessories,Budget,Retail,SMB,1,2303.44,12.55,2014.44,24.08,485.16
ORD11840,2023-11-14,North,Lucknow,P005,4K Monitor,Electronics,Premium,Online,SMB,4,31999.51,12.69,111753.23,17.17,19192.08
ORD11841,2025-06-03,North,Jaipur,P004,Mechanical Keyboard,Accessories,Mid,Online,Enterprise,2,5502.62,19.92,8813.34,23.4,2062.05
ORD11842,2024-05-24,West,Pune,P007,Standing Desk,Furniture,Premium,Corporate,Consumer,3,29591.97,9.69,80177.71,20.28,16257.16
ORD11843,2024-06-19,East,Patna,P005,4K Monitor,Electronics,Premium,Online,Consumer,4,32739.78,15.74,110351.46,12.15,13410.34
ORD11844,2024-10-22,South,Hyderabad,P004,Mechanical Keyboard,Accessories,Mid,Online,Consumer,1,5631.37,10.39,5046.24,27.13,1369.03
ORD11845,2024-02-13,East,Bhubaneswar,P002,Laptop Air 13,Electronics,Mid,Online,Enterprise,1,66446.93,11.32,58923.41,18.28,10773.83
ORD11846,2025-08-02,South,Chennai,P007,Standing Desk,Furniture,Premium,Online,Consumer,2,28813.05,1.29,56883.29,23.96,13628.25
ORD11847,2024-10-03,East,Bhubaneswar,P006,Office Chair,Furniture,Premium,Online,Consumer,2,18340.33,8.64,33512.92,22.49,7537.84
ORD11848,2025-04-20,West,Mumbai,P009,USB-C Hub,Accessories,Budget,Online,SMB,3,2182.52,3.26,6334.04,28.48,1803.88
ORD11849,2023-07-01,South,Hyderabad,P005,4K Monitor,Electronics,Premium,Retail,SMB,1,31385.25,8.38,28756.37,17.48,5027.04
ORD11850,2025-02-03,South,Hyderabad,P009,USB-C Hub,Accessories,Budget,Corporate,Enterprise,1,2187.44,14.92,1861.13,22.9,426.27
ORD11851,2023-04-20,West,Mumbai,P007,Standing Desk,Furniture,Premium,Retail,Consumer,2,27976.99,4.04,53693.83,22.85,12269.54
ORD11852,2025-11-26,West,Mumbai,P002,Laptop Air 13,Electronics,Mid,Online,SMB,1,64577.16,14.03,55518.8,14.72,8171.31
ORD11853,2023-08-08,East,Patna,P002,Laptop Air 13,Electronics,Mid,Retail,SMB,4,65821.05,5.33,249243.26,20.41,50861.11
ORD11854,2024-11-09,North,Delhi,P012,Smartphone X,Electronics,Premium,Retail,Consumer,3,58171.61,4.24,167109.88,16.37,27357.65
ORD11855,2023-04-19,South,Hyderabad,P003,Wireless Headphones,Accessories,Mid,Retail,Enterprise,5,7054.95,11.55,31201.71,25.48,7950.46
ORD11856,2023-10-07,South,Hyderabad,P011,Tablet 10,Electronics,Mid,Corporate,Consumer,1,23672.27,16.04,19874.87,13.24,2631.52
ORD11857,2024-09-28,North,Jaipur,P010,Webcam HD,Accessories,Budget,Retail,Consumer,1,4291.68,1.27,4237.25,34.07,1443.65
ORD11858,2023-01-01,South,Hyderabad,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,3,65702.56,18.95,159765.38,13.82,22083.26
ORD11859,2023-08-01,West,Mumbai,P009,USB-C Hub,Accessories,Budget,Online,Consumer,3,2202.39,11.55,5843.88,25.06,1464.72
ORD11860,2023-09-07,East,Bhubaneswar,P008,Desk Lamp,Furniture,Budget,Corporate,SMB,3,2400.49,16.15,6038.31,30.22,1824.74
ORD11861,2024-06-17,West,Ahmedabad,P010,Webcam HD,Accessories,Budget,Online,Consumer,1,4591.23,7.45,4249.21,28.73,1220.63
ORD11862,2023-02-14,South,Bengaluru,P012,Smartphone X,Electronics,Premium,Retail,Consumer,2,60342.46,10.12,108472.44,15.11,16395.33
ORD11863,2024-02-15,West,Pune,P005,4K Monitor,Electronics,Premium,Online,Consumer,5,32049.28,12.82,139697.85,17.02,23775.57
ORD11864,2025-10-06,East,Patna,P005,4K Monitor,Electronics,Premium,Online,SMB,4,33516.41,12.05,117911.7,15.1,17807.4
ORD11865,2023-08-08,West,Pune,P007,Standing Desk,Furniture,Premium,Online,Consumer,1,27953.09,10.9,24906.16,17.53,4365.03
ORD11866,2023-09-04,West,Mumbai,P010,Webcam HD,Accessories,Budget,Online,SMB,1,4449.29,17.31,3679.3,20.88,768.19
ORD11867,2025-06-29,North,Jaipur,P003,Wireless Headphones,Accessories,Mid,Online,SMB,1,6882.15,12.78,6002.72,26.57,1594.92
ORD11868,2024-07-21,North,Delhi,P006,Office Chair,Furniture,Premium,Online,Enterprise,3,18063.5,21.29,42651.62,13.54,5776.64
ORD11869,2024-03-07,East,Patna,P009,USB-C Hub,Accessories,Budget,Online,Consumer,1,2115.32,18.92,1715.16,15.89,272.6
ORD11870,2023-11-07,East,Patna,P012,Smartphone X,Electronics,Premium,Retail,Consumer,3,56629.94,7.21,157643.65,14.26,22477.72
ORD11871,2023-10-14,East,Patna,P005,4K Monitor,Electronics,Premium,Corporate,Consumer,1,31006.0,17.1,25702.79,10.89,2799.57
ORD11872,2025-09-17,West,Pune,P010,Webcam HD,Accessories,Budget,Retail,SMB,2,4698.87,8.91,8560.77,27.28,2335.39
ORD11873,2025-11-04,East,Kolkata,P012,Smartphone X,Electronics,Premium,Online,Enterprise,2,57675.68,11.52,102067.75,12.26,12514.96
ORD11874,2024-12-13,West,Mumbai,P001,Laptop Pro 14,Electronics,Premium,Online,SMB,4,92046.65,7.46,340734.88,14.61,49768.44
ORD11875,2024-04-19,North,Lucknow,P002,Laptop Air 13,Electronics,Mid,Online,SMB,1,64761.72,9.23,58786.25,23.15,13611.15
ORD11876,2024-10-24,South,Hyderabad,P004,Mechanical Keyboard,Accessories,Mid,Online,Enterprise,1,5453.92,19.27,4402.7,24.16,1063.49
ORD11877,2025-02-25,West,Mumbai,P001,Laptop Pro 14,Electronics,Premium,Retail,Consumer,1,96375.31,14.15,82736.27,7.73,6397.42
ORD11878,2023-05-30,West,Pune,P010,Webcam HD,Accessories,Budget,Retail,Consumer,2,4600.17,11.48,8144.57,29.15,2373.86
ORD11879,2023-12-23,East,Kolkata,P012,Smartphone X,Electronics,Premium,Online,Consumer,2,57886.05,9.72,104524.68,14.81,15484.01
ORD11880,2024-02-14,South,Chennai,P008,Desk Lamp,Furniture,Budget,Online,Consumer,5,2507.55,10.06,11275.88,31.11,3508.43
ORD11881,2024-02-17,South,Chennai,P009,USB-C Hub,Accessories,Budget,Retail,Consumer,4,2226.34,19.13,7202.05,19.51,1405.38
ORD11882,2023-02-19,North,Delhi,P001,Laptop Pro 14,Electronics,Premium,Retail,Enterprise,3,96013.25,16.91,239340.59,12.26,29341.01
ORD11883,2025-01-06,West,Ahmedabad,P009,USB-C Hub,Accessories,Budget,Corporate,Consumer,1,2178.71,7.33,2019.09,27.69,559.0
ORD11884,2025-12-17,West,Mumbai,P004,Mechanical Keyboard,Accessories,Mid,Retail,Consumer,5,5434.15,8.08,24974.13,27.95,6980.93
ORD11885,2024-12-22,East,Patna,P009,USB-C Hub,Accessories,Budget,Corporate,SMB,1,2185.88,21.59,1713.93,20.02,343.19
ORD11886,2025-06-17,West,Ahmedabad,P007,Standing Desk,Furniture,Premium,Corporate,SMB,2,27627.65,20.25,44067.1,18.6,8197.27
ORD11887,2023-09-18,East,Kolkata,P002,Laptop Air 13,Electronics,Mid,Online,Consumer,3,63625.75,6.91,177687.11,19.72,35034.8
ORD11888,2024-11-08,North,Delhi,P005,4K Monitor,Electronics,Premium,Corporate,Consumer,1,32469.91,12.81,28310.36,13.61,3853.22
ORD11889,2025-01-02,North,Delhi,P005,4K Monitor,Electronics,Premium,Online,SMB,3,32154.77,9.2,87587.77,15.2,13310.37
ORD11890,2025-11-26,East,Bhubaneswar,P010,Webcam HD,Accessories,Budget,Online,SMB,3,4419.4,7.7,12237.71,32.9,4025.82
ORD11891,2023-08-16,West,Pune,P011,Tablet 10,Electronics,Mid,Online,Consumer,2,24367.3,3.98,46794.74,21.84,10217.85
ORD11892,2024-06-18,South,Chennai,P001,Laptop Pro 14,Electronics,Premium,Online,Consumer,3,92605.75,10.32,249139.53,14.48,36064.37
ORD11893,2024-11-06,North,Delhi,P008,Desk Lamp,Furniture,Budget,Online,Enterprise,1,2457.23,10.1,2208.94,31.17,688.58
ORD11894,2023-03-14,East,Kolkata,P007,Standing Desk,Furniture,Premium,Retail,SMB,2,28267.63,4.83,53806.16,24.34,13095.44
